Gene	Probe_ID	HMLE__pWZL__rep1	HMLE__pWZL__rep2	HMLE__pWZL__rep3	HMLE__TGFb__rep1	HMLE__TGFb__rep2	HMLE__TGFb__rep3	HMLE__Twist__rep1	HMLE__Twist__rep2	HMLE__Twist__rep3	HMLE__Gsc__rep1	HMLE__Gsc__rep2	HMLE__Gsc__rep3	HMLE__Snail__rep1	HMLE__Snail__rep2	HMLE__Snail__rep3	HMLE__shGFP__rep1	HMLE__shGFP_rep2	HMLE__shGFP_rep3	HMLE__shEcad__rep1	HMLE__shEcad__rep2	HMLE__shEcad__rep3
ABCA2	210099_at,210100_s_at,212772_s_at	5.0221181471946	5.16466260628607	5.18397012059967	5.14475480875499	5.12504556478434	5.03475729287591	5.25253532243617	5.33295021949403	5.21895654472454	5.2890542363662	5.16301922476049	5.26172953633883	5.17392747651548	5.35797545863366	5.25633469763971	5.27339643222976	5.10048518085444	5.14937615971249	5.26383824821632	5.21993508356863	5.18450255369164
ABCA3	204343_at	5.9348283329774	5.96151597523466	6.07577783468568	5.99033033408647	5.95602894115367	6.10678499846867	5.8420253102932	6.20962714435151	5.99323001616104	6.22515162562213	5.95559611657809	6.32344792655262	6.07066458931272	6.23768805133837	6.06783791256742	5.86592857670615	6.18186390292557	5.99041220361971	6.59353606675094	6.28411087553378	6.35245570170847
ABCA4	210082_at	5.15432010521274	5.13604882860151	5.17280069123351	5.1589784410921	5.1178595308602	5.23670395428097	5.17642114824111	5.07459078387635	5.02959348869398	5.22541930900542	4.94688116672525	5.25880764211173	5.14550719327795	4.98396763951207	5.07664753145689	5.11652620489694	5.00462349524785	5.09975681393671	4.92201324775298	5.15469785232068	5.1091028213987
ABCA5	213353_at	6.48516889693583	6.40857905837076	6.51405448142851	7.08859211000596	7.00822887089616	6.89745819073306	6.63139847453526	6.65375660037244	6.69487234290144	6.42811613282514	6.28032922953765	6.53652519377278	7.12599718897734	6.96803159457416	6.98935407599943	7.00660600237659	7.10630259169673	7.40151225559265	7.58996549882577	7.73073759127902	7.51246389387441
ABCA8	204719_at	5.00347306516946	4.77598535364686	5.07332922049768	4.95348293030115	4.85350061409424	5.00710625028045	8.07521139948643	7.84633625386312	7.42349648597867	9.18331818219522	9.23763804322717	9.14685661962538	8.5419444202934	8.45821794068459	8.45621046865151	4.8456850394539	4.89701568701701	4.91287694408483	6.7580157582567	6.73212695567636	6.44731170968001
ABCB1	209993_at	4.65042734717675	4.70628602125219	4.71102401729668	4.70003525793953	4.68387237378503	4.66368195307858	4.63338445104946	4.57318636754598	4.67233732357381	4.66200284374594	4.76656380317682	4.6597130728001	4.65389553821619	4.72122311293986	4.5696374168578	4.72387857274675	4.52934066961002	4.68160587805912	4.70531389360541	4.5975947169566	4.64678960582701
ABCB11	208288_at,211224_s_at	4.80082195626806	4.78279679498849	4.84002203909558	4.73466895364339	4.85041651070502	4.83692360015962	4.73468285651382	4.68541888840222	4.79623162185715	4.88717106221976	4.87676730819358	4.79351131936661	4.80237906434518	4.73291285123657	4.76366247883415	4.78414129553812	4.85629293350747	4.7780620467378	4.78393356545509	4.93244854007514	4.77217189799293
ABCB4	207819_s_at	4.66935693079262	4.80660023074366	4.80134205972054	4.68743445922845	4.885355556927	4.73996653651366	4.66689685137588	4.73182261573103	4.72167897870776	4.70472552845683	4.89345754732916	4.69215647263738	4.66881031099062	4.93825664030343	4.67842370059738	4.66852333987275	4.8982646431262	4.77789354184497	5.038239525987	4.96012584555952	4.88180340059311
ABCB4///ABCB1	209994_s_at	4.86490064538274	5.04422772549292	4.87790420357454	4.89424962677526	4.90057772329716	5.06982005049805	4.81561173093706	5.02250453320046	4.83926367596006	4.81900651933107	4.76138371000134	4.82394430556795	4.93273260455108	4.95655006826482	5.06319982370649	4.76510375800114	4.80219904769323	4.95012541042622	4.90288897575808	5.0427940180082	5.11597658840085
ABCB6	203191_at,203192_at	5.52174894871867	5.28299569044627	5.39796105758356	5.22876746330706	5.37406435837659	5.32460844056519	5.62380236082186	5.46439985493646	5.47044665249952	5.95159200171462	5.88255754918666	5.83285311436719	5.37240338588715	5.57769043221412	5.52094782807987	5.4566210206258	5.35084029354514	5.55753216100154	5.65900600437915	5.72925367852057	5.548680380634
ABCB7	209620_s_at	9.79840209124448	9.87214926743888	9.61140344436144	8.96562326398508	9.03841492014125	9.12610947848133	9.19519056576917	9.19159855478201	8.98588467286743	8.71004224030114	8.78243119925627	8.77306597497985	9.15233550764972	8.95901415063877	9.06676148794261	9.58981356610925	9.5539432199563	9.55073035395495	9.37274049553529	9.52824201920004	9.39252423932744
ABCB8	206317_s_at	5.54188603477854	5.57169386163979	5.4956916962509	5.61754783874592	5.76404192767246	5.63407139413324	5.744158512175	5.79804202270347	5.5672680565897	5.61144224119302	5.45667265171713	5.33190114132837	5.40549292858464	5.69460612935303	5.70790522422067	5.56121461077791	5.65486447405178	5.52178745301275	5.73033360608924	5.73148581105271	5.61317736620172
ABCB9	207321_s_at,214209_s_at	5.27522460555195	5.48253824151325	5.37446326995412	5.36686579809946	5.2941456898901	5.52829206707322	5.30376456687216	5.35908419576671	5.65138400762462	5.84565656277793	5.60639890050444	5.71431253883406	5.30829297592076	5.41590132941857	5.36613103911677	5.37464146762054	5.65809683601066	5.74551762119898	5.50957901994617	5.17963515779187	5.40449254523269
ABCC1	202804_at,202805_s_at	8.46024303095964	8.422807986579	8.94321336359842	8.3893520630623	8.16649410955792	8.51762504168143	8.17992768200116	8.25443965969545	8.1588590728392	8.04388688986174	8.08577286153128	8.15013899660205	8.07994054037144	8.22938092337759	8.21916078555653	9.28752623827271	9.37646569093145	9.46963310932601	8.34646123275075	8.54807950293483	8.0653203217888
ABCC10	213485_s_at,215873_x_at	6.76169804773805	6.68135889893924	6.77252735695397	7.04855474114466	7.03925030617248	6.95848963842961	7.01272138433314	6.76445768119413	6.86425434112703	6.99724935147931	6.91462603013931	6.71143493209064	7.07997086039452	6.84692346837245	6.99938789176595	8.03653853989198	7.95318155590869	7.97363267800457	7.11334697452689	7.0545090405942	7.25092932704754
ABCC2	206155_at	5.43251363548154	5.68145681920369	5.21980256855172	5.18500344417771	5.2189455020768	5.38045547975953	5.28955971145307	5.26252363707591	5.25678970106448	5.07121453195755	5.17216211596099	5.18804491712447	5.21972093938826	5.24174606790043	5.08186004879277	5.68282708935064	5.12465703363278	5.47941591950498	5.270203200011	5.39436454376336	5.47452471370447
ABCC3	208161_s_at,209641_s_at,214979_at	6.74313532085613	6.8067195927454	7.08921327043606	6.5594039490897	6.62717351563359	6.65885100074701	6.11312570284717	6.11125597132028	6.11545835848422	7.70628252028701	7.60064371719703	7.43114837790044	6.39918580893049	6.50337267552143	6.52682131227766	6.9512392119711	6.90262957412642	6.85877421066764	7.00701872999632	7.0386382839913	6.9136072837558
ABCC4	203196_at	8.47365058120488	7.8917823953767	8.49681222357818	8.85013939267474	8.69858530321012	8.78632773196062	8.43867432053111	8.8484810461156	8.61923510551417	9.46427999245834	9.50125303584542	9.22196763155831	8.80418315736808	8.74225268020376	8.85949696242948	8.75371168921549	9.38568244847125	9.1417914065504	9.23639709407412	9.44393002427351	9.42549239244361
ABCC5	209380_s_at	7.7835926038892	7.6294352484598	7.860890600484	7.63135206637414	7.69536271378202	7.3354715676524	7.57504113193642	7.5141728427923	7.6260449394386	7.5623186919196	7.96796252221575	7.38328034651796	7.85405412265661	7.81491713874289	7.6070984266475	8.41540327063614	8.24954008310329	8.33396312416402	8.29982199674216	8.27484396893883	8.11729454000376
ABCC6	208480_s_at,215559_at	4.87691319215775	4.89241617761911	4.80855789040104	4.84032525076451	4.8772536267549	4.87349426966684	4.90248466538025	4.91828120477704	4.90946423440791	4.77609960800949	4.73460251205149	4.85109099970874	4.92755020798158	4.95097240529226	4.99236781819447	4.82449236096514	4.84655868443317	4.80672240788115	4.81529878457273	4.84273227380764	5.07185634635378
ABCC6P2	214033_at	5.27998159107206	5.29773197882407	5.35509637901578	5.1502582928291	5.03093960565177	5.15879459417376	5.79147141045132	5.68618480911454	5.89087703243023	4.95539331756924	5.16052301492979	5.16120822299329	5.3917913525532	5.48997854848794	5.47367643895295	5.48935592965585	5.33299291258272	5.54042216816699	5.48113571128962	5.42045952590631	5.37324426281167
ABCC8	210245_at,210246_s_at	5.01853791027302	5.17800389971749	4.76134471681928	4.9414767861131	4.90507832706253	4.81836570784373	4.76120375724141	5.04038665696331	4.81295623096483	4.82801826670615	4.83913411953826	4.89554495242912	4.84591436415357	4.91470994185203	4.77967079163792	4.68984321771496	4.73592012273161	4.86029456716533	5.00609213907199	5.01139807881105	4.91572248467025
ABCC9	208462_s_at,208561_at,208562_s_at	4.88782802320091	4.87078866885835	4.86018854742976	4.88466599373086	4.86525135000322	4.82441730504977	4.90755434569043	4.90140934882951	4.83769767308709	4.85087768065679	4.83205899171599	4.83283264945119	4.93765180375112	4.95011141374981	4.76528054172054	4.92440200558968	4.80647632709341	4.79249666464649	4.82604285112746	4.94619742069711	4.98438682036611
ABCD1	205142_x_at	5.65131507052078	5.6111968156319	5.66418987298515	5.64114066269316	5.71224326365439	5.70227909933793	5.70042260573433	5.62156591557612	5.86177952521943	5.89928938399853	5.64682796093418	5.80777016782245	5.49355119667792	5.75509662221711	5.78446484589316	5.63046914221836	5.67510852139404	5.74697627101519	5.63507691099438	5.59297026792649	5.83223412425739
ABCD2	207583_at	4.48540714455363	4.54512857441325	4.45588835718392	4.43604301267663	4.63975217266198	4.46785380920234	4.49653411567576	4.4090323597976	4.53654009505909	4.45900808744628	4.50593245487393	4.46812969078746	4.5715104688066	4.60025743202232	4.5457695982321	4.41698519417276	4.5011480136853	4.45961796017685	4.25785691727646	4.53556613117734	4.46051911941157
ABCD3	202850_at	10.9686813201397	11.0432559052932	10.8948800941159	10.7567872553325	10.8877384066399	10.7306188060834	10.7485453751817	10.6812638230193	10.580834982861	10.0708238421289	10.1886277991838	10.0071543446439	10.8087668025064	10.7248120023067	10.8552250805646	10.9654366715834	10.9910786445874	11.186481267719	10.8252664908624	10.8673185059537	10.7997969812463
ABCD4	203981_s_at,203982_s_at	6.14715994365187	6.16724926342068	6.0816878108165	6.21009731191845	6.16698407516223	6.379896983173	6.0841167606253	5.8985482350872	5.87498361180615	6.08146429544586	6.0594758699825	6.07254764426317	6.04492611681519	6.22493655733518	6.22029925829761	6.1758477199194	6.07590535985091	6.30101114202521	6.1382930823272	6.19076304599523	6.15979388854057
ABCE1	201872_s_at,201873_s_at	11.5724417258116	11.7005533829359	11.55892867386	11.3360797995924	11.4328467217536	11.4005478547938	11.1546091211467	11.1837404589928	11.1388043351658	10.9150860343756	10.9586483079931	10.9148598922393	11.1598777257626	11.2051062779804	11.2279248773594	11.6946209081108	11.5652179630666	11.6165401732704	11.3363449093479	11.2280635834736	11.2823666314302
ABCF1	200045_at	10.3413011205393	10.4486856310914	10.749898947886	10.5948024319831	10.5729748826569	10.7477893451764	10.3393826108737	10.3117405998009	10.5978342718439	10.1258065765061	10.1464646121191	10.1364777518852	10.3201438818472	10.3722206821726	10.2520422132445	10.3108111817522	10.4027239725827	10.4465732849828	9.73393692278543	9.87594352571912	9.98126189625736
ABCF2	207622_s_at,207623_at,209246_at,209247_s_at,214232_at	7.40823884148743	7.21789906285907	7.25493557596918	7.3298850617743	7.30860027196861	7.24733201912846	7.08946134574853	7.08751425561616	7.10360756998657	6.79549725184742	6.81018273278812	6.82100563394686	7.2078539775795	7.13620127899916	7.250552509713	7.18171949571828	7.08975764384893	7.02525030757566	7.28948358340858	7.33766420026245	7.27135053630109
