Gene	Probe_ID	MCF7__biological_rep1	MCF7__biological_rep2	MCF7__biological_rep3	MCF7_silenced_Estrogen_receptor__biological_rep1	MCF7_silenced_Estrogen_receptor__biological_rep2	MCF7_silenced_Estrogen_receptor__biological_rep3
SMC1B	1553249_at	4.39053	4.2525	4.57293	4.31052	4.27243	4.3463
SMC2	204240_s_at,213253_at	10.51866	10.38773	10.45374	10.333775	10.21682	10.189625
SMC3	1556925_at,209257_s_at,209258_s_at,209259_s_at	7.45189	7.880005	7.8958325	9.7282925	10.0484725	9.6089825
SMC4	201663_s_at,201664_at,215623_x_at	10.2752	10.4005133333333	10.3518566666667	10.84901	10.6963233333333	10.72657
SMC5	212926_at,212927_at,237725_x_at	6.95905333333333	7.20682	7.23036666666667	8.06132	8.19876333333333	7.93423333333333
SMC5-AS1	1557693_at	4.58857	4.53921	4.49664	4.6101	4.63089	4.70156
SMC6	218781_at,236535_at	8.744885	8.59504	8.671855	9.01479	8.750585	8.786125
SMCHD1	1558747_at,212569_at,212577_at,212579_at,241620_at,241621_at	6.96879833333333	7.18114166666667	7.107605	8.127555	8.10154833333333	7.993855
SMCO1	1559429_a_at	4.70426	4.32042	4.61053	4.49159	4.42433	4.47023
SMCO3	237484_at	4.39569	4.34248	4.3413	4.5717	4.40732	4.5058
SMCO4	219806_s_at	8.47122	8.51019	8.51234	9.45726	9.36871	9.39125
SMCP	206406_at	5.44142	5.1674	5.39577	4.98499	5.16366	5.23284
SMCR5	1553020_at	4.35905	3.99991	4.25263	4.33276	4.14446	4.20338
SMCR8	1552484_at,1557986_s_at,227304_at,227305_s_at,238434_at	7.89924	7.853746	7.885548	7.535368	7.528376	7.583364
SMDT1	225794_s_at,225795_at,227648_at	8.19997	8.12815666666667	8.20110333333333	7.95127	8.00973333333333	8.09797
SMG1P5	238449_at	6.31579	6.2877	6.43043	5.83647	5.8577	5.7683
SMG1P5///BOLA2///SMG1P2	210396_s_at	11.9181	11.7492	11.8615	10.3544	10.419	10.5507
SMG5	212147_at,34868_at	8.564045	8.57691	8.396005	8.63468	8.717465	8.77949
SMG6	214940_s_at,220347_at	6.055905	6.00533	6.00256	6.29699	6.54643	6.43369
SMG7	201793_x_at,201794_s_at,217189_s_at,236367_at,242575_at	6.820092	6.904918	6.958326	5.90043	6.35801	6.28092
SMG7-AS1	215953_at,222384_at	4.54474	4.524925	4.54965	4.361155	4.489135	4.357225
SMG8	218514_at	10.883	10.9347	10.943	9.67893	9.5959	9.65891
SMG9	221335_x_at,223188_at,233990_at	6.84850333333333	6.96563666666667	6.85535666666667	6.75169666666667	6.80593666666667	6.86933666666667
SMIM1	230840_at	6.37858	6.55064	6.42968	5.71298	5.52312	5.59305
SMIM10	227976_at	4.01437	4.05573	4.22643	4.56565	4.79873	4.40007
SMIM10L1	221847_at,237386_at,238915_at	8.25652333333333	8.36314	8.27344	8.16922333333333	8.15210333333333	8.16935666666667
SMIM10L2A	238697_at	4.23412	4.23946	4.27163	4.08686	4.23813	4.30312
SMIM10L2B///SMIM10L2A	227909_at	4.10762	4.0844	4.28016	4.21045	4.17552	4.43006
SMIM11A	1554430_at,1554432_x_at,228239_at	7.05510666666667	7.05673333333333	7.07387	6.86555333333333	6.76067	6.84366333333333
SMIM12	225404_at,238640_at	7.767295	7.762925	7.66206	8.671355	8.542925	8.578545
SMIM13	1564651_at,227124_at,235707_at	7.74295666666667	7.74518666666667	7.70121666666667	7.54990666666667	7.18083666666667	7.31313333333333
SMIM14	222336_at,224989_at,224990_at,227052_at,243634_at	9.865088	10.022172	10.042476	6.76319	6.849678	6.783686
SMIM15	224740_at	11.8489	11.8449	11.8317	11.5435	11.5598	11.4856
SMIM17	1557430_at	3.73374	3.66267	3.84941	4.56092	4.305	4.45473
SMIM19	225534_at	10.6412	10.5689	10.6055	9.37306	9.14111	9.16083
SMIM2	220930_s_at,220931_at	4.09892	4.09607	3.97431	3.91515	4.045285	4.06976
SMIM2-AS1	238113_at	4.96236	4.78164	4.84467	4.37313	4.37382	4.62772
SMIM20	225014_at	9.78302	9.71357	9.69903	9.62871	9.41403	9.46001
SMIM21	1556288_at,1564400_at	4.37692	4.344085	4.37141	4.26755	4.428085	4.344455
SMIM22	229599_at	6.64686	6.5642	6.66704	5.08734	4.82025	4.8679
SMIM24	231982_at	5.22328	4.98638	5.13823	5.04804	4.99433	5.06745
SMIM3	223276_at	8.47059	8.3123	8.4171	6.87383	6.86271	6.66976
SMIM4	223399_x_at,223899_at,223900_s_at,229826_at,238207_at	6.02948	5.94714	6.100214	5.843186	5.897232	5.83723
SMIM5	229740_at	6.76938	6.81175	6.80546	5.39058	5.39173	5.28447
SMIM6	236098_at	5.1968	5.06287	5.07652	5.61297	5.74995	5.84013
SMIM7	1559382_at,219097_x_at,221988_at,224712_x_at,224717_s_at,229650_s_at	8.77323	8.76057	8.75600166666667	8.53844333333333	8.25233666666667	8.29530333333333
SMIM8	213312_at,213314_at,236178_at	6.81958666666667	6.83967666666667	6.85894333333333	6.96941333333333	6.62169666666667	6.65474666666667
SMKR1	235736_at	6.0193	5.9666	5.88308	4.73792	4.64352	4.71022
SMLR1	230716_at,244151_at	4.621825	4.36047	4.560745	4.436795	4.519725	4.339205
SMN2///SMN1	203852_s_at	10.2759	10.2987	10.3617	10.3902	10.4768	10.3867
SMNDC1	200071_at	10.5855	10.4416	10.4818	11.4466	11.2136	11.3168
SMNP	217345_at	3.98394	4.06993	3.97242	4.09281	4.13112	4.14721
SMO	218629_at	6.25796	6.28077	6.26536	6.00066	5.94645	5.91029
SMOC1	222783_s_at,222784_at	5.721245	5.611305	5.65731	5.545395	5.79421	5.85069
SMOC2	223235_s_at,243946_at	5.2512	5.184235	5.27721	5.058585	4.95308	4.889815
SMOX	1555680_a_at,210357_s_at,217074_at	5.80250666666667	5.84335333333333	5.8813	6.29700333333333	6.47441333333333	6.47129333333333
SMPD1	209420_s_at,216230_x_at,216571_at,217171_at	5.92516	5.943265	5.8841775	5.9804475	6.12507	6.102955
SMPD2	205622_at	8.52742	8.79198	8.57498	7.69863	7.72341	7.84852
SMPD3	219695_at,231732_at	5.182335	5.214525	5.195025	5.074785	5.001115	5.13299
SMPDL3A	1562512_at,213624_at	6.58281	6.585445	6.640645	6.457005	6.42253	6.425265
SMPDL3B	1554050_at,205309_at	6.578495	6.398995	6.47279	5.313025	5.34411	5.3757
SMPX	219772_s_at	4.35506	4.36926	4.47694	5.21208	4.97288	5.33427
SMR3A	214566_at	4.38942	4.4815	4.71302	4.49185	4.38091	4.64566
SMR3A///SMR3B	214565_s_at	5.06735	4.71356	4.88865	4.81495	4.89706	4.7922
SMR3B	207441_at	5.03046	4.89591	4.62444	4.37764	4.7508	4.79143
SMS	202043_s_at	11.4834	11.4904	11.4763	12.5394	12.4447	12.4579
SMTN	1556030_at,207390_s_at,209427_at	8.06404333333333	8.18879	8.06106333333333	8.14741333333333	8.52591333333333	8.55593333333333
SMTNL1	230367_at	4.93266	4.88954	4.9916	4.90555	4.9265	4.94421
SMTNL2	229730_at	7.28469	7.07839	7.03347	5.55466	5.54383	5.63883
SMU1	218393_s_at,222618_at,233946_at	6.87878333333333	6.92781333333333	6.72320666666667	8.38272333333333	7.94550666666667	8.02683
SMUG1	218685_s_at,223684_s_at,234708_at	7.25402333333333	7.24611333333333	7.20154	6.07653	6.10173666666667	6.11602333333333
SMURF1	1559426_at,212666_at,212668_at,215458_s_at,232665_x_at	7.235098	7.278734	7.291688	6.750276	6.845308	6.760702
SMURF2	205596_s_at,227489_at,230820_at,232020_at	8.8211925	8.8746475	9.0052175	11.2169225	11.432625	11.32305
SMYD1	228406_at,243045_at	5.072945	4.977795	5.238595	5.23716	4.96657	5.080635
SMYD2	212921_at,212922_s_at,243288_at	6.66491666666667	6.54553	6.56323333333333	7.24912333333333	7.20567666666667	7.33379333333333
SMYD3	218788_s_at	9.13077	9.06176	9.02463	9.74917	9.34771	9.43094
SMYD4	229175_at	8.2564	8.14076	8.25672	8.33519	7.9881	8.20161
SMYD5	209516_at	9.01614	9.05483	8.86743	8.60726	8.96447	9.07171
SNAI1	219480_at	6.04042	6.02646	5.76624	6.17374	6.36736	6.4372
SNAI2	213139_at	4.55092	4.42645	4.47327	9.54875	9.31905	9.4001
SNAI3	1560228_at	4.87032	4.84709	4.95361	4.77174	4.67461	4.72563
SNAI3-AS1	1556154_a_at,1568683_at	5.3756	5.2821	5.359115	5.293555	5.412875	5.38874
SNAP23	209130_at,209131_s_at,214544_s_at,229773_at	7.4780525	7.7150125	7.5143725	8.4846925	8.388985	8.2652725
SNAP25	1556629_a_at,202507_s_at,202508_s_at	5.14731666666667	4.94866	5.04439333333333	4.70711666666667	4.68158666666667	4.70941333333333
SNAP29	218327_s_at,222597_at,239084_at	8.83144666666667	8.84552666666667	8.80914666666667	7.87658666666667	7.93471333333333	7.91783
SNAP47	225244_at	9.72405	9.72851	9.69611	9.35881	9.26338	9.33612
SNAP91	204953_at	4.14083	4.18855	4.36045	6.20965	5.79125	5.78787
SNAPC1	205443_at	8.46023	8.60126	8.67616	12.215	12.1679	12.0712
SNAPC2	204104_at	7.54492	7.40374	7.41082	7.16719	7.3407	7.36978
SNAPC3	204001_at,210465_s_at,222286_at,229712_at	6.632185	6.671345	6.687685	5.90727	5.880275	5.85331
SNAPC4	205658_s_at,215926_x_at	8.317625	8.21538	8.155345	7.770485	7.682495	7.792455
SNAPC5	1554093_a_at,213203_at,214592_s_at	8.58057666666667	8.56883	8.55104	7.79311	7.78342333333333	7.80749
SNAPIN	223066_at	10.452	10.4306	10.3724	10.0877	9.82349	9.79604
SNCA	204466_s_at,204467_s_at,207827_x_at,211546_x_at,236081_at	5.3919	5.268404	5.399256	5.369654	5.415114	5.4554
SNCAIP	219511_s_at,237833_s_at,237834_at	5.04588333333333	4.92180666666667	4.91496333333333	5.67599666666667	5.46455666666667	5.50337666666667
SNCB	207853_s_at	5.36958	5.34516	5.40537	5.33226	5.29119	5.39942
SNCG	208584_at,209877_at	5.408825	5.40867	5.450075	5.48516	5.518495	5.583165
SND1	201622_at	8.98756	8.87383	9.0341	9.59059	9.6517	9.50389
SND1-IT1	210109_at	5.49888	5.50149	5.60631	5.70648	5.9023	5.79916
SNED1	1554798_at,1559421_at,213488_at,213493_at	5.6120575	5.397195	5.4200925	5.1581725	5.271775	5.3303225
SNF8	218391_at	10.9331	10.9498	10.8373	10.7695	10.6631	10.6306
SNHG1///SNORD22///SNORD25///SNORD26///SNORD27///SNORD28///SNORD30///SNORD31///SNORD29	224610_at	10.0777	10.1406	10.1896	12.1575	11.8906	11.9245
SNHG10	229209_at	4.40813	4.54008	4.74015	4.57745	4.6127	4.63025
SNHG16///SNORD1C///SNORD1A	224601_at,224603_at	11.68675	11.75585	11.68015	11.8888	11.8222	11.82735
SNHG17	225857_s_at,65588_at	9.239845	9.288805	9.27252	10.09493	10.114065	10.138175
SNHG17///SNORA71B	1568249_at	6.29809	6.34547	6.05371	6.05755	6.23789	6.51185
SNHG18	227655_at	5.49485	5.63525	5.59144	5.57113	5.67768	5.57696
SNHG19	228049_x_at	9.70314	9.70137	9.6852	9.90802	9.49962	9.5966
SNHG22	240006_at	4.8469	4.65009	4.83048	4.78688	4.77343	4.81233
SNHG24	242856_at	3.99723	3.80242	3.88933	3.98681	3.83692	3.85429
SNHG3///SNORA73A	215011_at	5.12762	4.97819	5.23835	7.42707	6.99713	7.02401
SNHG4	1564911_at	4.64019	4.58826	4.51889	5.27137	5.58347	5.08435
SNHG4///MATR3	1558093_s_at,1564906_at,1564907_s_at,1565325_at,200624_s_at,200626_s_at,214363_s_at,228012_at,238993_at	8.09610777777778	8.11887444444444	8.11103222222222	8.32128444444444	8.40471777777778	8.38440555555556
SNHG8///SNORA24	225220_at	10.6679	10.7548	10.6922	10.3881	10.332	10.4127
SNHG9///SNORA78	228645_at	8.78243	8.7111	8.56167	6.24744	6.05901	6.73542
SNIP1	219409_at,235837_at	7.69515	7.684225	7.61763	8.25524	8.000745	8.010015
SNN	218032_at,218033_s_at	6.785825	6.714545	6.741485	5.777835	5.664925	5.7418
SNORA11E///SNORA11D///MAGED4///MAGED4B	221261_x_at,223313_s_at	5.38468	5.348075	5.112855	6.852815	6.5489	6.674515
SNORA16A///SNORA61///SNORA44///SNHG12	223773_s_at,223774_at,228990_at	6.98738333333333	7.11385666666667	7.02807	9.35399333333333	9.1215	9.16730666666667
SNORA17B	1558619_at	5.72288	5.66009	5.88999	5.90691	6.02327	5.82643
SNORA17B///SNORA17A///SNHG7	1552729_at,229050_s_at	8.30147	8.40975	8.321945	8.95989	8.86237	8.85702
SNORA21	215224_at	5.81082	6.29192	6.25278	7.96515	8.24807	7.95863
SNORA21///RPL23	200888_s_at,214744_s_at	9.0264	9.04182	8.910735	10.23416	9.865445	9.91881
SNORA28///EIF5	241843_at	6.70432	6.93136	7.01253	6.86086	6.76814	6.50059
SNORA29///TCP1	208778_s_at,222010_at,222011_s_at	10.1961766666667	10.23775	10.2638933333333	10.5387033333333	10.3973566666667	10.46473
SNORA37	236130_at	4.95598	5.12454	5.07772	4.95138	5.36552	5.13545
SNORA3A///RPL27A	203034_s_at,223707_at	9.30382	9.32377	9.33875	10.19287	10.214255	10.2983
SNORA41///EEF1B2	200705_s_at	13.1145	13.1161	13.1573	13.7477	13.6174	13.6188
SNORA52///RPLP2	200909_s_at	13.5223	13.5043	13.4988	14.0267	14.0156	14.0091
SNORA5B///TBRG4	220789_s_at	10.5982	10.6457	10.4862	9.78429	9.8729	9.9208
SNORA60///SNORA71E///SNHG11	226149_at	8.44537	8.39745	8.39434	7.37451	7.5255	7.51035
SNORA64///RPS2	203107_x_at,212433_x_at,217466_x_at	12.65492	12.6819566666667	12.5874666666667	12.9623333333333	12.7213033333333	12.7004566666667
SNORA65	1558081_at	5.17054	4.99991	4.92299	4.96698	4.9555	4.98484
SNORA66///RPL5///SNORD21	210035_s_at	3.78093	3.58427	3.56218	3.87557	3.58918	3.83168
SNORA68	1566402_at	5.70075	5.7216	5.7739	5.67751	5.64012	5.80964
SNORA68///RPL18A	1566403_at,200869_at	9.143845	9.416085	9.18122	9.542115	9.119105	9.31345
SNORA70///RPL10	200724_at,200725_x_at,217680_x_at,221989_at	8.5649	8.62902	8.5861525	9.321795	9.24768	9.2229075
SNORA71A	1565858_at,1565859_at	4.88449	5.08471	5.143585	5.21622	5.4076	5.348005
SNORA71B	1568248_x_at	5.81769	5.56119	5.58478	5.71334	5.59848	5.58337
SNORA72	228047_at	6.59966	6.49333	6.58487	6.80287	6.74259	6.79075
SNORA74A	1567679_at,1567681_at,1567682_x_at	4.25036666666667	4.13758666666667	4.20145333333333	4.32881333333333	4.36449	4.29439333333333
SNORA78	1558954_at	6.20194	5.98387	6.18942	6.25345	6.29834	6.26818
SNORD10///SNORA48///SNORA67///EIF4A1	214805_at	8.35943	8.5902	8.73467	10.2683	10.2191	10.0437
SNORD104///SNORA50C	228879_at	8.53968	8.77258	8.63055	9.54582	9.26331	9.34027
SNORD112///MEG8	240083_at	4.51125	4.31362	4.35115	4.27685	4.21608	4.34746
SNORD114-3	232355_at	3.65562	4.07133	3.84383	3.75404	3.9239	3.89835
SNORD116-21///SNORD116-20///SNORD116-17///SNORD116-19///SNORD116@	232976_at	4.95741	5.11871	4.88829	4.87811	4.86139	4.70143
SNORD14D///SNORD14C///HSPA8	208687_x_at,210338_s_at,221891_x_at,224187_x_at	13.494225	13.494875	13.47975	13.564925	13.648025	13.607475
SNORD18C///SNORD18B///SNORD18A///SNORD16///RPL4	200089_s_at,201154_x_at,211710_x_at	13.7404	13.7318	13.7116666666667	14.0016	13.8814666666667	13.8259666666667
SNORD19B///GNL3	217850_at	10.4037	10.3511	10.3797	11.5828	11.3086	11.2276
SNORD23///GLTSCR2	217807_s_at,234339_s_at	10.90497	10.901275	10.812175	10.83986	10.73353	10.7084
SNORD24///SNORD36A///SNORD36B///RPL7A	217740_x_at,224930_x_at,234873_x_at	13.4875666666667	13.4691333333333	13.4462333333333	13.4071333333333	13.3624666666667	13.3476666666667
SNORD32A///SNORD33///SNORD34///SNORD35A///RPL13A	200715_x_at	12.5836	12.588	12.5681	13.0681	12.855	12.8872
SNORD35B///RPS11	200031_s_at	13.9332	13.9186	13.8722	13.9873	13.8369	13.8792
SNORD38B///SNORD55///RPS8	200858_s_at	13.0599	13.0404	13.0643	13.6393	13.6319	13.5909
SNORD3D///SNORD3C///SNORD3B-2///SNORD3A///SNORD3B-1	235102_x_at	5.83767	5.74962	5.81023	6.62535	7.08932	6.97675
SNORD42A///RPL23A	208825_x_at,208834_x_at,213084_x_at	13.6094333333333	13.5859333333333	13.5566666666667	13.5483	13.4750666666667	13.4757666666667
SNORD45C///SNORD45A///SNORD45B///RABGGTB	209181_s_at,213704_at	9.128165	9.09749	9.225675	11.06071	10.958165	10.994605
SNORD50B///SNHG5///SNORD50A	225155_at	12.3768	12.3192	12.3675	13.5862	13.5082	13.5733
SNORD50B///SNORD50A	244669_at	6.35656	6.69549	6.5398	7.89164	8.41102	8.26087
SNORD54///RPS20	200949_x_at,214003_x_at,216247_at	10.4497333333333	10.35978	10.39424	11.57173	11.4251233333333	11.3633366666667
SNORD65///SNORD49B///LRRC75A-AS1///SNORD49A	225065_x_at,239754_at,244807_at	7.25054333333333	7.28161333333333	7.06704666666667	7.66007333333333	7.16341666666667	7.46778333333333
SNORD68///RPL13	1565759_at,208929_x_at,212191_x_at,212734_x_at,212933_x_at,214351_x_at,214976_at,229590_at	10.93454125	10.949915	10.9503625	11.33927625	11.19048625	11.21088125
SNORD73A///RPS3A	200099_s_at,201257_x_at,212391_x_at,216823_at	12.24182	12.2049275	12.19536	12.4773175	12.40404	12.424215
SNORD77///SNORD76///SNORD74///GAS5///SNORD44///SNORD47///SNORD80///SNORD79///SNORD81	224741_x_at,224841_x_at,227517_s_at,228238_at	11.16955	11.2261575	11.2838575	11.73685	11.479525	11.5204
SNORD8	1566339_at,1566340_at	4.66712	4.852155	4.89654	4.634725	4.740385	4.820235
SNORD83B///SNORD139///RPL3	201217_x_at,211073_x_at,211666_x_at,212039_x_at	13.4912	13.554575	13.506525	14.101525	13.9731	13.9542
SNORD87///SNHG6	225547_at	11.3741	11.2392	11.3553	13.3124	13.0397	13.0825
SNORD88C///C19ORF48	224468_s_at	9.60381	9.71122	9.53753	9.31235	9.5546	9.50808
SNORD89	235536_at	7.63477	7.53923	7.43265	7.42522	6.99225	7.12613
SNORD96A///SNORD95///RACK1	200651_at,222034_at	10.74321	10.82843	10.67826	11.12073	10.92414	10.852675
SNPH	205104_at	5.58832	5.84415	6.02147	6.27303	6.5323	6.43857
SNRK	1564514_at,207474_at,209481_at	5.75125	5.75036333333333	5.76315333333333	6.2364	6.17528333333333	6.13000666666667
SNRK-AS1	237942_at	4.67804	4.5193	4.66069	4.66663	4.94392	4.52032
SNRNP200	232931_at	6.88815	7.12334	7.04272	7.98255	7.78651	7.71761
SNRNP25	218493_at	11.865	11.8989	11.8289	10.1308	10.0513	10.1348
SNRNP27	212438_at,212440_at	10.86905	10.83125	10.87835	10.8722	10.737	10.8185
SNRNP35	205300_s_at	8.68326	8.79891	8.64618	8.41371	7.92921	8.01203
SNRNP40	215905_s_at	9.28061	9.37507	8.89118	10.4415	9.85974	9.99668
SNRNP48	1553274_a_at,226263_at	7.49138	7.6232	7.613405	7.6075	7.405885	7.48192
SNRNP70	201221_s_at,213121_at	7.81601	7.76366	7.8345	7.706215	7.665765	7.77148
SNRPA	201770_at	11.2861	11.2549	11.1729	11.186	11.1833	11.2908
SNRPA1	206055_s_at,215722_s_at,216977_x_at,242146_at	10.0930125	10.16083	10.1900975	10.2165425	10.02007	10.00365
SNRPB	208821_at,213175_s_at	11.66275	11.7445	11.73105	12.34485	12.47235	12.4302
SNRPB2	1561965_at,202505_at	7.647015	7.693195	7.699765	7.662745	7.93743	7.81501
SNRPC	201342_at	11.3682	11.3601	11.3371	11.672	11.5585	11.5549
SNRPD1	202690_s_at,202691_at	10.87348	10.86193	10.888265	11.5093	11.4822	11.4176
SNRPD2	200826_at	13.2518	13.2103	13.2262	12.9341	12.9082	12.9768
SNRPD3	202567_at	11.8792	11.8889	11.9008	11.7581	11.3963	11.4538
SNRPE	203316_s_at,215450_at,231112_at	9.44207666666667	9.55884333333333	9.73088	9.15400666666667	9.33070666666667	9.30416
SNRPF	203832_at	11.4973	11.4278	11.4512	11.4421	11.2467	11.2616
SNRPG	205644_s_at	13.1851	13.152	13.213	13.2873	13.3544	13.3414
SNRPN	240204_at	4.4448	4.54032	4.5261	4.15311	4.28412	4.42935
SNTA1	203516_at	7.04423	6.81315	6.77619	6.52295	6.55146	6.52612
SNTB1	208608_s_at,214708_at,215431_at,226438_at	4.5748375	4.60764	4.6366325	6.7229475	6.4823525	6.52473
SNTB2	205314_x_at,205315_s_at,213814_s_at,214350_at,226685_at,227312_at,238925_at	6.70751428571429	6.70667714285714	6.68416857142857	6.86219285714286	6.84672714285714	6.88407285714286
SNTG1	1562287_at,220405_at,234919_s_at	4.59294333333333	4.58017	4.58860333333333	4.59163	4.54742	4.57125
SNTG2	1570422_at,220487_at	4.383725	4.475185	4.232805	4.18388	4.221025	4.14577
SNTN	239150_at	3.9177	3.68752	3.97539	3.60588	3.62753	3.80847
SNU13	201076_at,230443_at	8.20937	8.119595	8.048105	8.046035	7.87196	7.875265
SNU13///ANXA2	201077_s_at	12.1425	12.1479	12.1885	12.4451	12.5304	12.5301
SNUPN	207438_s_at	8.53568	8.54313	8.48698	9.93746	9.82483	9.80354
SNURF///SNRPN	1560741_at,201522_x_at,206042_x_at	5.10020333333333	5.01441	5.05502666666667	5.15022666666667	5.15644333333333	5.15067
SNW1	201575_at,215424_s_at	11.2188	11.2024	11.17295	11.7101	11.4267	11.4453
SNX1	201716_at,213364_s_at,214531_s_at,216357_at	8.4076575	8.4258125	8.336325	8.5513425	8.396405	8.4143725
SNX10	218404_at	10.3344	10.186	10.2366	7.08752	7.04871	6.7924
SNX11	220140_s_at,53912_at	8.67833	8.661095	8.612665	8.211765	8.098355	8.169535
SNX12	224684_at,231723_at	8.064675	8.167685	8.09575	8.014995	8.02933	7.935665
SNX13	1553148_a_at,213292_s_at,215366_at,215820_x_at,227031_at	7.67164	7.712994	7.64275	7.023508	7.019014	6.952618
SNX14	225101_s_at,230759_at	8.810545	8.817035	8.957325	8.519845	8.564235	8.56701
SNX15	205482_x_at	8.31838	8.28296	8.18202	8.75476	8.48863	8.47604
SNX16	219793_at,229618_at	8.07163	8.03954	7.994615	9.234375	9.15639	9.286965
SNX17	200991_s_at	10.863	11.0247	10.8095	9.88459	9.8798	9.94862
SNX18	1552828_at,226683_at	7.18166	6.96555	7.013595	6.602035	6.71723	6.53417
SNX19	1554986_a_at,1561710_at,202358_s_at,202359_s_at	6.8629175	6.812075	6.606795	6.97749	6.8869325	6.89275
SNX2	202113_s_at,202114_at,232049_at	8.04093666666667	8.05610666666667	8.08819666666667	8.20986	8.09113333333333	8.02961666666667
SNX20	1563641_a_at,228869_at,229045_at	4.53956666666667	4.53388	4.44570666666667	4.51217666666667	4.59004666666667	4.58408666666667
SNX21	1553960_at,1553961_s_at,226595_at	7.31986666666667	7.31324333333333	7.15571666666667	7.40288666666667	7.45479666666667	7.4976
SNX22	1569481_s_at,230509_at,235460_at	5.86319333333333	5.75227666666667	5.69385333333333	5.83312	5.97194333333333	5.78826666666667
SNX24	218705_s_at,222716_s_at,233883_at,239693_at,239739_at	6.570014	6.54456	6.596466	6.389512	6.36431	6.401942
SNX25	1555388_s_at,227311_at,227408_s_at,230066_at,232425_at	5.586752	5.479796	5.596114	6.084774	5.97562	6.003484
SNX27	221006_s_at,221498_at	10.1694	10.3363	10.32665	8.812695	9.25672	9.18816
SNX29	1558745_at,215500_at,225608_at,225624_at,232485_at	5.483448	5.46421	5.500312	5.073096	5.128264	5.089902
SNX29P1///SNX29P2	1554413_s_at	3.33056	3.59958	3.53327	3.5454	3.55615	3.46412
SNX29P2	1559297_at,214712_at	4.52048	4.46066	4.57234	4.579325	4.659755	4.48567
SNX3	200067_x_at,208781_x_at,210648_x_at,213545_x_at	11.827725	11.738175	11.784425	11.326	11.375625	11.400775
SNX30	226249_at	8.80436	8.72305	8.66682	8.02235	7.79619	7.82006
SNX31	241987_x_at	4.5779	4.60802	4.67374	4.37786	4.51964	4.36251
SNX32	1554181_at,231194_at	5.19581	5.017965	5.124785	4.852755	4.96113	5.058275
SNX33	227151_at,229898_at	7.125355	7.175765	7.193885	7.758435	7.64416	7.79248
SNX4	205329_s_at,212652_s_at	9.5382	9.556325	9.5096	9.1289	9.010215	9.03672
SNX5	217792_at,222417_s_at,223666_at,229980_s_at,229981_at,238433_at	8.47944833333333	8.46032833333333	8.421845	8.21412166666667	7.96364833333333	7.97274166666667
SNX6	217789_at,222410_s_at	11.3573	11.3295	11.26465	11.43955	11.19865	11.3087
SNX7	205573_s_at	9.27759	9.17139	9.22958	11.3018	11.2735	11.2086
SNX8	243135_x_at	4.92076	5.24469	5.16093	5.29672	5.09202	5.45074
SNX9	223027_at,223028_s_at	8.607455	8.69479	8.680345	9.86695	9.784635	9.67488
SOAT1	221561_at,228479_at,244661_at	7.13171	7.03578	7.08674666666667	8.51650333333333	8.35593666666667	8.39871666666667
SOAT2	210677_at	5.16645	5.09868	5.35728	4.8212	4.99482	4.93285
SOBP	1563906_at,1569351_at,218974_at,229034_at,229646_at,233766_at,234098_at,244279_at	5.24606625	5.15202625	5.2083225	4.80772125	4.90913	4.87747
SOCS1	209999_x_at,210000_s_at,210001_s_at,213337_s_at	5.28619	5.2557925	5.22729	4.937005	5.162265	5.0002075
SOCS2	203372_s_at,203373_at,232539_at	7.03704333333333	6.90248	6.95722333333333	7.74612666666667	7.57032333333333	7.62557
SOCS2-AS1	1559315_s_at	5.13514	4.87277	5.12114	5.08746	4.84518	4.86558
SOCS3	206359_at,206360_s_at,214105_at,227697_at	5.4112525	5.3739575	5.3652275	6.4386225	6.2954525	6.2881075
SOCS4	1552792_at,226178_at	8.23333	8.250225	8.117305	9.047545	8.714475	8.84563
SOCS5	208127_s_at,209647_s_at,209648_x_at	8.98535333333333	8.87010333333333	8.92482	8.72775333333333	8.60198666666667	8.65214333333333
SOCS6	206020_at,214462_at,227542_at	7.42145333333333	7.41729666666667	7.38558	7.31971666666667	7.25311333333333	7.22441666666667
SOCS7	214015_at,226572_at,228662_at	7.40467666666667	7.30712666666667	7.31193666666667	7.43471333333333	7.27075666666667	7.27846
SOD1	200642_at	13.0719	13.0895	13.0943	12.5613	12.3922	12.3991
SOD2	1566342_at	7.05913	7.03432	7.40087	7.68823	7.71758	7.73715
SOD3	205236_x_at	6.32947	6.01565	6.01023	6.55496	6.98716	6.99369
SOGA1	207711_at,215852_x_at,225473_at,241362_at	6.657825	6.7229575	6.6868925	6.67934	6.7119925	6.6662525
SOGA3///KIAA0408	1569146_s_at,233050_at	5.27101	5.128945	5.10941	6.17647	6.227355	6.137005
SOHLH1	1561403_at	5.55361	5.47248	5.56398	5.34184	5.32329	5.55065
SOHLH2	1555401_at	4.57302	4.57698	4.58036	4.54797	4.69204	4.8288
SON	201085_s_at,201086_x_at,213538_at,214988_s_at,226465_s_at	10.464664	10.55013	10.570932	10.574946	10.386176	10.386356
SORBS1	207436_x_at,211705_s_at,211819_s_at,218087_s_at,222513_s_at	5.424252	5.368178	5.514774	5.707446	5.50759	5.62819
SORBS2	1555472_at,1558815_at,204288_s_at,220858_at,225728_at,227826_s_at,227827_at,233720_at,237285_at,238751_at	4.335775	4.282975	4.304572	4.358914	4.338565	4.462037
SORBS3	207788_s_at,209253_at	7.23446	7.62103	7.158	6.431235	7.095885	6.798535
