Gene	Probe_ID	MCF7__biological_rep1	MCF7__biological_rep2	MCF7__biological_rep3	MCF7_silenced_Estrogen_receptor__biological_rep1	MCF7_silenced_Estrogen_receptor__biological_rep2	MCF7_silenced_Estrogen_receptor__biological_rep3
A1BG	229819_at	5.72339	5.69041	5.61666	5.77115	5.80064	5.69764
A1BG-AS1	232462_s_at	5.54791	5.65728	5.28277	5.13048	4.90774	5.26262
A1CF	220951_s_at,241547_at	5.07227	4.718455	4.828985	4.73516	4.89369	4.99262
A2M	1558450_at,217757_at	4.714295	4.646275	4.82303	4.92044	4.741215	4.94988
A2M-AS1	1564139_at	4.25557	4.03033	4.2416	3.83861	3.74836	3.96416
A2ML1	1553505_at,1564307_a_at	4.56789	4.54244	4.519345	4.44121	4.42985	4.362655
A2MP1	236394_at	5.38989	5.01349	5.38805	5.09035	4.95092	5.36454
A4GALT	219488_at	6.75712	6.6446	6.79283	6.49399	6.45965	6.38099
A4GNT	221131_at	5.3319	5.27316	5.28552	5.24412	5.48958	5.18084
AA06	241552_at	5.34784	5.32507	5.24498	5.47179	5.16719	5.2713
AAAS	218075_at	8.60542	8.69209	8.48063	7.87064	8.32696	8.23238
AACS	218434_s_at	10.3077	10.3163	10.2207	9.43737	9.48937	9.51795
AACSP1	1570020_at	4.21527	4.37796	4.25377	4.20233	4.1347	4.34601
AADAC	205969_at	5.12562	5.07923	5.20655	4.90129	4.78214	4.57895
AADACL2	240420_at	3.99648	3.80272	3.99962	3.78612	3.78058	3.90946
AADACP1	1569582_at	3.83468	3.72345	3.99155	3.79428	3.65004	3.71174
AADAT	223593_at	6.74663	6.82429	6.68022	7.84468	7.6429	7.45487
AAED1	227534_at	8.99948	8.92055	8.84861	9.14951	9.22303	9.27299
AAGAB	202851_at,202852_s_at,243284_at	6.85001666666667	6.97456	6.84505666666667	7.08800666666667	6.86061	6.72697
AAK1	205434_s_at,205435_s_at,211186_s_at,214956_at,214998_at,225522_at,238100_at	6.16620285714286	6.06771142857143	6.11567857142857	6.33812	6.35724	6.45637428571429
AAMDC	220268_at,221599_at,221600_s_at	7.16494333333333	7.15654	7.10290666666667	7.37831333333333	7.18784333333333	7.11873666666667
AAMP	201511_at	9.88552	9.94496	9.81002	9.54206	9.57261	9.52632
AANAT	207225_at	4.18543	4.25614	4.18366	4.08444	4.29395	4.41094
AAR2	218089_at	9.49928	9.46373	9.45712	9.70721	9.70395	9.73501
AARS	201000_at	11.6238	11.696	11.5941	11.6874	11.4475	11.4725
AARS2	230024_at,231845_at	8.015755	8.14531	8.07521	8.011535	7.90471	7.944345
AASDH	228041_at,235435_at	7.8996	8.21604	8.18102	8.156515	8.157765	8.03232
AASDHPPT	202169_s_at,202170_s_at,224313_at	8.33830333333333	8.31837	8.45450666666667	8.55593333333333	8.78465	8.60486666666667
AASS	210852_s_at,214829_at	4.2391	4.390225	4.294505	8.020145	7.727755	7.79261
AATBC	1563088_a_at	4.38573	4.35857	4.34542	4.21611	4.26428	4.36346
AATF	209165_at	10.4135	10.466	10.3187	10.969	10.8442	10.9002
AATK	205986_at	6.80256	6.88067	6.67923	6.19951	6.41328	6.37584
ABAT	206527_at,209459_s_at,209460_at	10.0099666666667	9.94183666666667	9.91875666666667	4.47006666666667	4.43809333333333	4.46571333333333
ABCA1	1570279_at,203504_s_at,203505_at,216066_at	4.6246825	4.50916	4.5060425	6.27811	6.15977	6.1689325
ABCA11P	220159_at	6.9936	7.03648	7.08131	7.20441	7.19212	7.02756
ABCA12	215465_at	8.34486	8.44696	8.29395	3.66706	3.67184	3.69838
ABCA13	1553295_at,1553604_at,1553605_a_at	3.86905333333333	3.83679	3.81246333333333	3.76197666666667	3.77004666666667	3.74069666666667
ABCA17P	231164_at	5.08276	5.07218	5.15442	4.49843	4.42824	4.40915
ABCA2	210099_at,210100_s_at,212772_s_at	7.53838333333333	7.75665	7.65200333333333	6.02918333333333	6.55452333333333	6.57278333333333
ABCA3	204343_at	8.69547	8.70211	8.68083	7.85153	7.58184	7.68283
ABCA4	1569102_at,210082_at	4.71651	4.736785	4.82714	4.566495	4.84117	4.958325
ABCA5	213353_at,241705_at	6.868435	6.990495	7.14669	5.807465	5.47089	5.59166
ABCA6	217504_at	4.78329	4.60898	4.60011	4.61975	4.43363	4.67772
ABCA7	219577_s_at	6.09692	6.3312	5.91807	5.75677	5.53226	5.76362
ABCA8	1565778_at,1565780_at,204719_at	4.09073333333333	4.04243333333333	4.09822333333333	4.09391	3.97609666666667	4.00357
ABCA9	235335_at,239185_at,242541_at	4.32161	4.27230333333333	4.26995	4.21129	4.25328	4.34747333333333
ABCB1	209993_at,243951_at	4.847385	4.67994	4.87442	4.700305	4.486505	4.570795
ABCB10	223320_s_at	8.78225	8.68104	8.67011	9.37402	9.278	9.32316
ABCB11	208288_at,211224_s_at	4.438185	4.47054	4.635275	4.446615	4.46135	4.354365
ABCB4	1570505_at,207819_s_at	4.737215	4.728055	4.766855	4.10206	4.356195	4.098775
ABCB4///ABCB1	209994_s_at	5.0812	5.18693	5.31748	4.30526	4.29008	4.33383
ABCB5	1555371_at,1569072_s_at,240717_at,243167_at	4.9284875	4.8317325	4.895815	4.7930675	4.8752225	4.8895725
ABCB6	203191_at,203192_at	7.018725	6.91682	6.95375	6.318235	6.352875	6.25102
ABCB7	209620_s_at	9.09527	9.10599	9.09878	9.8681	9.67017	9.68068
ABCB8	206317_s_at,229539_at	6.44761	6.592745	6.35243	6.05084	6.325245	6.311835
ABCB8///ASIC3	207561_s_at	4.77637	4.94697	4.83175	4.63554	4.99108	4.94937
ABCB9	1555323_at,207321_s_at,214209_s_at	6.45131	6.52100333333333	6.48909	6.13214666666667	6.30781333333333	6.36584
ABCC1	202804_at,202805_s_at	8.73823	8.84994	8.63582	8.71446	8.60757	8.60857
ABCC10	213485_s_at,215873_x_at	8.353825	8.348165	8.24611	8.581735	8.405015	8.471295
ABCC11	1554911_at,224146_s_at	4.94908	4.722435	4.780355	4.62552	4.83868	4.7853
ABCC12	1552590_a_at,1553410_a_at	4.29438	4.20922	4.107545	4.32945	4.288835	4.18612
ABCC13	1552582_at,1552583_s_at,1555265_at,233371_at	4.29716	4.312285	4.29726	4.132975	4.232185	4.27405
ABCC2	206155_at	4.48787	4.45558	4.44774	4.9717	4.70164	4.53954
ABCC3	208161_s_at,209641_s_at,230682_x_at,239217_x_at,242553_at	7.684824	7.753204	7.640966	6.939682	6.910828	6.935288
ABCC4	1554918_a_at,1555039_a_at,203196_at,243928_s_at	5.7928425	5.8296475	5.749675	6.7696575	6.8500725	6.7561625
ABCC5	1558460_at,209380_s_at,226363_at	8.02686	8.04844333333333	7.96462	7.23428333333333	6.82455333333333	7.00632333333333
ABCC6P1	236205_at	4.53483	4.50314	4.45745	4.83637	5.02143	4.6178
ABCC8	210245_at,210246_s_at	5.92104	6.070535	5.904405	5.221445	5.268255	5.36955
ABCC9	1557374_at,208462_s_at,208561_at,208562_s_at,235578_at	4.318442	4.18221	4.159936	4.5352	4.454874	4.4066
ABCD1	205142_x_at	6.9955	6.89755	6.86725	6.50314	7.19076	7.22187
ABCD2	207583_at	4.06105	4.1721	4.17159	3.72606	4.01725	3.71729
ABCD3	1554878_a_at,202850_at	8.463585	8.584235	8.59586	9.88398	9.760645	9.69357
ABCD4	203981_s_at,203982_s_at	6.83254	6.691805	6.74553	7.278905	7.282795	7.286575
ABCE1	201872_s_at,201873_s_at	11.74595	11.6644	11.6904	11.40955	11.3877	11.3645
ABCF1	200045_at	10.7956	10.8708	10.7469	10.3772	10.348	10.457
ABCF2	207622_s_at,207623_at,209246_at,209247_s_at,214232_at	7.165906	7.237662	7.089772	8.025286	7.978966	7.961742
ABCF3	202394_s_at	8.23857	8.3627	8.28703	6.94831	7.61525	7.44006
ABCG1	204567_s_at,211113_s_at,230913_at,232081_at	7.51898	7.440395	7.4437625	4.4527075	4.44314	4.480865
ABCG2	209735_at	9.75633	9.62848	9.61225	5.7681	6.16406	5.69655
ABCG4	207593_at	5.46996	5.55468	5.51509	5.55754	5.42551	5.50224
ABCG5	220383_at	4.51947	4.22831	4.40822	4.21622	4.47784	4.51558
ABCG8	231751_at	4.6496	4.65487	4.68812	4.65312	4.85856	4.85641
ABHD1	1560117_at,232550_at,236461_at	5.24214666666667	5.31344	5.26944333333333	5.03024333333333	5.04205333333333	5.20411333333333
ABHD10	218633_x_at,222697_s_at	9.05625	9.053095	9.02207	9.758775	9.503485	9.49632
ABHD11	1552470_a_at,1552800_at,221927_s_at	8.47586666666667	8.62251	8.44704666666667	6.65427333333333	6.56678	6.52439333333333
ABHD12	224742_at,228123_s_at,228124_at	9.00171666666667	9.06324	8.99815	7.01193666666667	7.13327666666667	7.09516
ABHD13	234993_at,235348_at	6.746095	6.751905	6.654285	7.37616	7.35207	7.336475
ABHD14A-ACY1///ACY1	202740_at	9.73664	9.73298	9.63896	10.4764	10.5713	10.6307
ABHD14A///ACY1	210006_at	4.92797	5.00268	5.03983	8.55071	8.62475	8.71446
ABHD14B	224821_at	8.78308	8.8988	8.609	9.4653	10.1216	10.1097
ABHD15	226796_at	7.86302	7.86389	7.9488	6.27583	6.46052	6.26404
ABHD16A	224756_s_at,230221_at	7.552915	7.40572	7.36716	6.91826	6.85559	6.92046
ABHD16B	234002_at	5.07003	4.88937	4.88339	5.07889	5.20549	5.09055
ABHD17A	221267_s_at	9.57691	9.71674	9.59839	10.2386	10.6394	10.5598
ABHD17B	220285_at,227551_at,228872_at	7.01393	6.99723666666667	6.82472	7.45324666666667	7.56107	7.53941
ABHD17C	225436_at	10.623	10.5497	10.4704	9.43146	9.41058	9.48064
ABHD18	219980_at,236240_at,241968_at	7.68652	7.75622	7.82321666666667	6.83445666666667	6.93967666666667	6.77163666666667
ABHD2	205566_at,221815_at,225337_at,228490_at,63825_at,87100_at	7.27683	7.71530333333333	7.67135833333333	7.66763666666667	8.10677333333333	7.76642333333333
ABHD3	213017_at	9.28617	9.03115	9.28689	9.48386	9.57524	9.71328
ABHD4	218581_at,242023_at	7.09295	7.10721	7.140475	6.924225	7.12153	7.116145
ABHD5	213805_at,213935_at,218739_at,232862_at	6.545875	6.6439075	6.624435	7.2583275	7.174955	7.182455
ABHD6	221552_at,221678_at,221679_s_at,45288_at	5.804895	5.850845	5.72868	6.7637775	6.82531	6.79424
ABHD8	219101_x_at	5.40972	5.56889	5.54389	6.0727	6.34767	6.45411
ABI1	1559890_a_at,209027_s_at,209028_s_at	8.27425666666667	8.32679	8.21571666666667	8.51284333333333	8.52216666666667	8.46349666666667
ABI2	207268_x_at,209856_x_at,211793_s_at,216113_at,225098_at,225112_at,227631_at,231075_x_at	8.05097	8.0444775	8.128145	8.015445	8.140625	8.04632375
ABI3	223615_at	6.57965	6.29096	6.63566	6.32744	6.36057	6.51331
ABI3BP	1559077_at,220518_at,223395_at	4.54652666666667	4.44146666666667	4.4038	4.43017666666667	4.36682333333333	4.36928666666667
ABL1	202123_s_at	10.2013	10.424	10.2791	10.7486	10.909	10.9206
ABL2	206411_s_at,226893_at,231907_at	7.09683333333333	7.07182666666667	6.98795	9.29476333333333	9.04205333333333	9.07923666666667
ABLIM1	200965_s_at,210461_s_at	6.321525	6.34113	6.236835	9.37774	9.378655	9.117205
ABLIM2	1567622_at,1567623_at,228132_at,236087_at,242624_at	5.516858	5.434808	5.466688	5.410498	5.433036	5.443554
ABLIM3	205730_s_at	5.74428	5.59154	5.92793	6.50006	6.98554	6.85177
ABO	214504_at,216716_at,216929_x_at	5.54419333333333	5.52059333333333	5.76633	5.29198666666667	5.41008666666667	5.54631333333333
ABR	1564121_at,212895_s_at,214671_s_at	6.65814333333333	6.71782333333333	6.62473	7.68363333333333	7.57558666666667	7.59069666666667
ABRA	1552731_at,1552732_at	4.198585	4.16059	4.18728	3.95985	4.07083	4.02605
ABRACL	223361_at	10.8493	10.8682	10.8472	10.5443	10.5593	10.5426
ABT1	218405_at	8.91977	9.01627	8.83886	8.2397	7.97778	8.00378
ABTB1	226442_at,228848_at,229162_s_at,229164_s_at,242567_at	5.316072	5.285434	5.384062	5.542692	5.735668	5.681218
ABTB2	213497_at,232624_at	7.04814	6.92544	6.95689	7.044335	6.90643	7.05301
ACAA1	202025_x_at,214274_s_at	9.06855	9.153255	9.096445	8.889515	8.695775	8.71162
ACAA2	202002_at,202003_s_at,241114_s_at	7.84409333333333	7.85189666666667	7.79431333333333	7.58056	7.43995333333333	7.35849
ACACA	212186_at,214358_at	9.288695	9.29927	9.219995	7.977455	7.98603	8.00322
ACACB	1552615_at,1552616_a_at,1565740_at,214584_x_at,221928_at,43427_at,49452_at	5.93177714285714	5.89568428571429	5.93219571428571	5.82927571428571	5.72073857142857	5.75860857142857
ACAD10	219986_s_at,237481_at,237482_s_at,238655_at	5.6773675	5.70204	5.7160625	5.8332175	5.7072825	5.668585
ACAD8	221669_s_at	8.50653	8.54165	8.52578	8.87397	8.6939	8.5379
ACAD9	224160_s_at,239976_at	7.1357	7.00313	7.03065	6.81908	6.779345	6.8483
ACADL	206068_s_at,206069_s_at	4.228185	4.29136	4.16928	4.37667	4.25873	4.241505
ACADM	202502_at	10.3272	10.1166	10.2382	11.513	11.5494	11.589
ACADS	202366_at	6.88249	6.877	6.88305	7.10078	7.13246	6.91088
ACADSB	205355_at,226030_at	7.60328	7.54845	7.55589	7.8274	7.52773	7.65607
ACADVL	200710_at	10.8324	10.9318	10.7374	11.1252	10.9347	10.9288
ACAN	1554950_at,205679_x_at,207692_s_at,217161_x_at	5.44758	5.334545	5.46542	5.2650475	5.31846	5.39035
ACAP1	205212_s_at,205213_at,242081_at	5.33154	5.32358333333333	5.35363333333333	5.55235	5.40854	5.4466
ACAP2	1552472_a_at,212476_at,212477_at	7.68621333333333	7.72194	7.78564666666667	7.01671	7.04107	6.94605666666667
ACAP3	225529_at,225542_at	7.91483	7.961195	7.837135	6.48786	6.955305	6.97176
ACAT1	1554947_at,1559239_s_at,205412_at	6.39072333333333	6.32295333333333	6.43281666666667	6.79279666666667	6.57488333333333	6.60295333333333
ACAT2	209608_s_at	10.3743	10.3595	10.3479	9.62756	9.71302	9.71724
ACBD3	202323_s_at,202324_s_at	9.02865	9.245875	9.35351	9.086455	8.968365	8.86238
ACBD4	219413_at	6.5849	6.62312	6.46178	6.9471	7.1197	7.14084
ACBD5	1568877_a_at,225663_at	9.18393	9.196505	9.207105	9.12051	8.93663	8.84334
ACBD6	225317_at	10.0778	10.1231	10.1476	9.43456	9.33098	9.36829
ACCS	228264_at	6.2289	6.30909	6.34774	7.45419	6.81711	7.0888
ACD	204617_s_at	9.67382	9.6911	9.55792	9.58909	9.76265	9.78495
ACE	209749_s_at,227463_at	4.93453	4.945515	5.05227	5.22265	5.295165	5.197225
ACE2	219962_at,222257_s_at	4.93527	4.856885	5.022025	4.178125	4.218845	4.22909
ACER1	1553929_at	5.06649	5.28953	5.33546	5.29271	5.36311	5.36991
ACER2	227306_at	7.34338	7.25407	7.29254	4.5162	4.44559	4.32815
ACER3	222687_s_at,222688_at,222689_at,227776_at,231321_s_at,238945_at	7.12108166666667	7.19325333333333	7.19281333333333	7.39901	7.29056333333333	7.26708166666667
ACHE	205377_s_at,205378_s_at,210332_at	5.53253333333333	5.57635	5.51248333333333	4.92791333333333	4.92798333333333	4.85526666666667
ACIN1	201715_s_at	9.66373	9.81993	9.56401	9.65292	9.52578	9.64464
ACKR1	208335_s_at	4.96283	4.93917	5.01936	5.06841	4.97468	4.98702
ACKR2	1559432_at,1568850_at,206887_at	5.34112333333333	5.17449666666667	5.17873666666667	5.13987666666667	5.39232	5.40820333333333
ACKR3	1559114_a_at,212977_at,232746_at	6.39393333333333	6.44402	6.38432	4.27753	4.30234	4.31129333333333
ACKR4	220351_at	3.92931	3.74579	4.02194	3.53098	3.83781	3.89182
ACLY	201127_s_at,201128_s_at,210337_s_at	10.7779333333333	10.78851	10.6146766666667	11.3615	11.1802333333333	11.12259
ACMSD	230602_at	3.84543	3.85133	3.8911	3.87258	3.84756	3.9359
ACO1	207071_s_at,237622_at	6.68387	6.727755	6.638535	7.46104	7.349755	7.392495
ACO2	200793_s_at,217307_at	8.05535	8.088595	7.9116	7.848715	7.87822	7.977635
ACOD1	240287_at	5.27903	5.3495	5.32295	5.18528	5.4716	5.48199
ACOT1///ACOT2	202982_s_at	7.68407	7.82857	7.72357	9.40187	9.23696	9.2185
ACOT11	1554938_a_at,1555321_at,214763_at,216103_at	5.22279	5.2866275	5.33363	5.2224475	5.2786275	5.309325
ACOT12	238160_at	4.5201	4.47398	4.69235	4.34371	4.49498	4.29038
ACOT13	204565_at	10.5319	10.4544	10.5345	8.99141	8.69117	8.70775
ACOT4	229534_at	9.36119	9.39502	9.31957	4.91863	4.78074	4.77476
ACOT6	241949_at	4.50576	4.38065	4.38406	4.17737	4.27285	4.14458
ACOT7	208002_s_at,215728_s_at	9.284285	9.31658	9.08303	9.752245	9.664455	9.73267
ACOT8	204212_at,236514_at	6.89244	7.007325	6.82014	7.777105	7.55525	7.7135
ACOT9	221641_s_at	9.47424	9.61074	9.6339	10.4809	10.2743	10.2541
ACOX1	207656_s_at,209600_s_at,209601_at,213501_at,227962_at	6.703968	6.753586	6.750232	6.370092	6.342836	6.417792
ACOX2	205364_at	6.67727	6.58574	6.47882	9.74921	9.48292	9.48878
ACOX3	204241_at,204242_s_at	7.68435	7.677755	7.58239	6.69445	6.630845	6.744765
ACOXL	220845_at,240189_at	4.59452	4.676675	4.562635	4.41135	4.579305	4.44905
ACP1	1554808_at,201629_s_at,201630_s_at,215227_x_at	9.53903	9.5195025	9.503975	8.9560575	8.7696725	8.7123775
ACP2	202767_at	7.91129	7.91152	7.89543	8.11786	8.29043	8.22191
ACP5	204638_at	4.8865	4.85874	5.1368	5.06479	4.94218	5.12409
ACP6	218795_at,242270_at	7.07726	7.048075	7.02622	8.56147	8.166285	8.31938
ACPP	204393_s_at,231711_at,237030_at	5.04018	5.08620333333333	5.03503	4.54747666666667	4.56068333333333	4.57330333333333
ACPT	241715_x_at	6.33394	6.29402	6.5885	6.11093	6.30523	6.4724
ACR	207427_at	5.50602	5.51298	5.73527	5.57236	5.56224	5.64189
ACRBP	223717_s_at,223718_at,230833_at	4.94464	4.82835	4.91138	4.81401666666667	4.69512	4.76681
ACRC	238825_at	4.87027	5.11415	4.57763	5.73077	5.41539	5.50576
ACRV1	206776_x_at,207969_x_at,207973_x_at,207990_x_at,207991_x_at,208013_s_at	5.101675	5.04854333333333	5.020715	4.88471833333333	5.032835	5.02486166666667
ACSBG1	206465_at,206466_at	4.856125	4.724105	4.727445	4.66941	4.742285	4.77293
ACSBG2	221716_s_at	5.10127	5.21964	5.06215	5.21167	5.01921	5.22502
ACSF2	218844_at	8.38762	8.3231	8.28335	8.34892	8.30262	8.45131
ACSF3	1556552_a_at,227464_at,235823_at	6.06953666666667	6.13203333333333	6.15391333333333	5.89880666666667	5.84791	5.85134333333333
ACSL1	201963_at,207275_s_at	9.703495	9.73134	9.65341	8.613525	8.41856	8.4347
ACSL3	201660_at,201661_s_at,201662_s_at	10.7408333333333	10.6589333333333	10.7508	10.8077	10.6095	10.7671333333333
ACSL4	1557418_at,1557419_a_at,202422_s_at	5.32099333333333	5.29057333333333	5.45515666666667	7.68167	7.48784666666667	7.46115
ACSL5	218322_s_at,222592_s_at	4.983005	4.83939	4.7927	10.01532	9.931905	9.903065
ACSL6	211207_s_at,213683_at,216409_at,223918_at,229725_at	4.33347	4.244552	4.368944	4.370262	4.318104	4.27931
ACSM1	215432_at,234197_at	4.875565	4.79772	4.95572	4.827945	4.757995	4.76963
ACSM2A	230554_at,244723_at	4.232115	4.143885	4.0792	4.156505	4.08563	4.053495
ACSM2B	241915_at	4.12063	4.13184	4.27081	4.12981	4.09268	4.2101
ACSM2B///ACSM2A	214069_at,241914_s_at	4.627435	4.483475	4.269845	4.56407	4.62121	4.705015
ACSM3	205942_s_at,210377_at	4.86769	4.97602	4.979305	5.18608	5.00379	5.01166
ACSM5	1554514_at,220061_at,89977_at	5.20030333333333	4.9925	5.15550333333333	5.09653333333333	5.14649333333333	5.09794666666667
ACSS1	224882_at,234483_at,234484_s_at,234801_s_at,235724_at	5.562356	5.542306	5.572644	5.095084	5.216062	5.247784
ACSS2	234312_s_at	8.25026	8.27808	8.22385	8.20489	8.23595	8.26203
ACSS3	219616_at,229222_at	8.81175	8.763715	8.72955	8.8152	8.676805	8.660075
ACTA1	203872_at	5.095	5.2418	5.1321	5.28746	5.36729	5.34543
ACTA2	200974_at,215787_at,243140_at	5.58670666666667	5.59373333333333	5.54639333333333	5.45126666666667	5.40511	5.46433
ACTA2-AS1	1564257_at	4.65627	4.42331	4.60476	4.4538	4.43399	4.50495
ACTB	200801_x_at,213867_x_at,224594_x_at,AFFX-HSAC07/X00351_3_at,AFFX-HSAC07/X00351_5_at,AFFX-HSAC07/X00351_M_at	13.8212666666667	13.8762333333333	13.7972666666667	13.7228833333333	13.8780166666667	13.8880833333333
ACTBP9	217211_at	8.62845	8.48716	8.33794	8.32258	8.87994	8.80401
ACTC1	205132_at	6.08875	6.1648	6.17978	6.34569	6.31885	6.31085
ACTG1///ACTB	201550_x_at,211970_x_at,211983_x_at,211995_x_at,212363_x_at,212988_x_at,213214_x_at,221607_x_at,224585_x_at	13.7064555555556	13.7488333333333	13.6883666666667	13.9493222222222	14.0115111111111	14.0056555555556
ACTG1P17	1565911_at,1565912_at,1569368_at	5.47869666666667	5.26307666666667	5.50861333333333	5.25359333333333	5.38820666666667	5.36690333333333
ACTG1P4///AMY2B///AMY2A///AMY1C///AMY1B///AMY1A	208498_s_at	3.47726	3.53346	3.58942	3.72818	3.36107	3.4801
ACTG1P4///RNPC3///AMY2B	228023_x_at	7.14044	7.16839	7.05088	8.50212	8.20358	8.23875
ACTG2	202274_at,241148_at	7.40448	7.209325	7.247285	5.511675	5.632905	5.565635
ACTL10	232619_at	7.04997	7.03149	6.91725	5.62112	5.77196	5.65418
ACTL6A	202666_s_at	11.5317	11.3099	11.5353	11.238	11.1607	11.272
ACTL6B	206013_s_at,206014_at	4.63003	4.54897	4.764095	4.461065	4.759475	4.74661
ACTL7A	220501_at	5.36625	5.24711	5.39924	5.42598	5.34441	5.31461
ACTL7B	220498_at	5.10833	5.0353	4.8582	5.25886	5.34479	5.37597
ACTL8	214957_at	6.4204	6.53962	6.34171	5.65969	5.97772	5.7311
ACTL9	243208_x_at	4.03927	4.29806	4.08874	3.97899	4.34197	4.17203
ACTN1	208636_at,208637_x_at,211160_x_at,237401_at	8.9002875	8.8393775	8.7998275	10.0441425	10.127345	10.2180575
ACTN2	203861_s_at,203862_s_at,203863_at,203864_s_at	4.947575	4.977515	4.9092725	4.9332975	5.028775	4.947945
ACTN3	206891_at	5.23929	5.28748	5.17247	5.39983	5.42842	5.3368
ACTN4	200601_at	10.6484	10.7895	10.6256	11.064	11.38	11.3937
ACTR10	222230_s_at	11.5303	11.4713	11.5423	11.8061	11.758	11.724
ACTR1A	200720_s_at,200721_s_at	8.75886	8.797895	8.67396	9.96869	10.147195	10.137525
ACTR1B	202135_s_at	9.97151	10.0081	9.82997	9.4218	9.33636	9.33017
ACTR2	1554390_s_at,1558015_s_at,200727_s_at,200728_at,200729_s_at,234210_x_at,234212_at	8.55004857142857	8.77266142857143	8.72762571428571	9.70011714285714	9.93618571428572	9.57249857142857
ACTR3	200996_at,213101_s_at,213102_at,228603_at,239170_at	10.098262	10.110148	10.09858	10.633566	10.668216	10.62768
ACTR3B	1555487_a_at,218868_at	7.547225	7.64376	7.48159	8.19136	8.154715	8.250005
ACTR3BP2	224425_x_at	4.75468	4.89819	4.97799	4.67622	5.06522	5.10962
ACTR3BP2///ACTR3BP5	224424_x_at,224426_s_at	5.33592	5.067805	5.252695	5.07789	5.17812	5.36475
ACTR3C	223874_at	6.20531	6.37817	6.03266	5.70591	5.463	5.56266
ACTR5	219623_at,222147_s_at	7.509845	7.49295	7.41713	7.982715	7.78484	7.815925
ACTR6	218395_at,241794_at	8.181165	8.305885	8.23971	8.05074	8.10494	8.094945
ACTR8	218658_s_at,222707_s_at	7.670565	7.74522	7.692355	8.495205	8.315445	8.21312
ACTRT2	237360_at	4.95473	4.85736	4.68235	4.71308	4.96383	4.76311
ACTRT3	223665_at	6.15879	6.20991	6.04648	4.34584	4.48319	4.57649
ACVR1	203935_at	10.0113	10.0436	10.0572	9.70585	9.57855	9.61154
ACVR1B	205209_at,208218_s_at,208219_at,208222_at,208223_s_at,213198_at	6.03300333333333	6.09180666666667	6.10743	5.90852333333333	5.94643666666667	5.93392333333333
ACVR1C	1552519_at,1563182_at	5.02711	5.12619	4.959735	5.19034	5.048205	5.097585
ACVR2A	205327_s_at,228416_at	8.120645	8.113385	8.04305	7.66185	7.520675	7.58629
ACVR2B	1559548_at,220028_at,236126_at	7.24444333333333	7.38453666666667	7.46068	7.74155666666667	7.89263666666667	7.76360333333333
ACVR2B-AS1	215590_x_at	5.52726	5.48204	5.44725	5.63057	5.90272	5.78506
ACVRL1	210838_s_at,226950_at	5.00864	5.10135	5.12402	5.15149	5.106635	5.161815
ACY1	238849_at	5.2336	5.02733	4.97794	5.34362	5.17626	5.19193
ACY3	1554974_at,230481_at	5.11641	5.21593	5.131395	5.082415	5.235	5.166445
ACYP1	205260_s_at	8.55169	8.71376	8.6359	9.90501	9.5485	9.55489
ADA	204639_at,216705_s_at	7.31972	7.2742	7.11392	6.307025	6.13172	6.11236
ADAD1	231448_at,240299_at	4.910295	4.85341	4.86752	4.6315	4.838795	4.78039
ADAD2	236463_at	6.34242	6.17793	5.97888	6.23043	6.17071	5.8732
ADAL	236018_at,238424_at,239711_at	6.26702	6.18715	6.25138666666667	6.32842	6.23175666666667	6.10381333333333
ADAM10	202603_at,202604_x_at,214895_s_at	9.49982333333333	9.51234	9.48676333333333	9.54197333333333	9.08285666666667	9.17308
ADAM11	207880_at,239837_at	6.07544	6.05035	6.085105	5.58478	5.441115	5.405645
ADAM12	202952_s_at,204943_at,213790_at,215613_at,226777_at	4.765958	4.760782	4.878434	5.914956	5.965244	5.96113
ADAM15	1555896_a_at,217007_s_at	7.424445	7.70279	7.37229	7.693935	8.24738	8.046735
ADAM17	205745_x_at,205746_s_at,213532_at	8.78965333333333	8.81344666666667	8.67290666666667	8.90667666666667	8.62683333333333	8.65422333333333
ADAM18	1568970_at,207597_at	4.614355	4.47111	4.712335	4.50642	4.671915	4.58056
ADAM19	209765_at,221128_at	4.95124	5.11704	5.326825	6.915245	6.962605	7.10003
ADAM2	207664_at	5.19654	5.05646	5.16136	4.1011	3.98917	3.9774
ADAM20	207422_at,207423_s_at	5.3521	5.46989	5.41732	5.094865	5.274125	5.263825
ADAM21	1552579_a_at,207665_at	5.06132	4.93554	5.155045	5.207955	5.193025	4.997805
ADAM22	1555024_at,206615_s_at,206616_s_at,208226_x_at,208227_x_at,208237_x_at,213411_at,244194_at	5.81779625	5.72696125	5.6619825	5.4817525	5.337885	5.2820575
ADAM23	1559268_at,206046_at,213808_at,244463_at	4.8806825	4.7547025	4.8602775	4.5928075	4.684795	4.7379675
ADAM28	205997_at,208268_at,208269_s_at,241446_at	4.5591975	4.5218375	4.677915	4.5905675	4.5349925	4.507445
ADAM30	221446_at,243520_x_at	4.407475	4.41296	4.303435	4.281615	4.12885	4.13782
ADAM32	1552266_at	5.15616	5.10337	4.64592	4.38509	4.66105	4.68876
ADAM33	232570_s_at,233868_x_at	5.913745	5.749385	5.9336	5.949375	6.112885	5.95515
ADAM3A	216276_s_at,217090_at	3.95631	3.967785	3.97932	3.940675	4.023675	3.934045
ADAM3B	217237_at	4.58359	4.74994	5.03514	4.573	4.61456	4.5646
